"country","year","KEI_Index","prediction(KEI_Index)"
"Chad",1998,,1.92749385536669
"Chad",1999,,2.2296102719630255
"Chad",2000,,1.9020959088806517
"Chad",2001,,2.088603849223797
"Chad",2002,,1.5699787923154909
"Chad",2003,,1.4448325523051464
"Chad",2004,,1.4035844975362761
"Chad",2005,,1.3477591597551912
"Chad",2006,,1.339321085922836
"Chad",2007,,1.3560192877368826
"Chad",2008,,1.3564134432257315
"Chad",2009,,1.386791624146945
"Chad",2010,,1.3451836284185683
"Chad",2011,,1.3108136531130818
"Chad",2012,,1.2756893835557284
"Chad",2013,,1.3318285373437226
"Chad",2014,,1.3030669568442361
"Chad",2015,,1.233032291206789
"Chad",2016,,1.1109451819844334
"Chad",2017,,1.7070515712903829
"Comoros",1995,,2.5115183237714884
"Comoros",1996,,2.2496583326297035
"Comoros",1997,,2.400893430237216
"Comoros",1998,,2.3083355203619207
"Comoros",1999,,2.34062608525007
"Comoros",2000,,1.4372047691350276
"Comoros",2001,,3.1125761430923973
"Comoros",2002,,1.8733346144423777
"Comoros",2003,,1.8292774560197893
"Comoros",2004,,1.7350906195933287
"Comoros",2005,,1.3738892807423886
"Comoros",2006,,1.3932583838323516
"Comoros",2007,,1.2828188673399654
"Comoros",2008,,1.78173027331956
"Comoros",2009,,1.1975909434120697
"Comoros",2010,,1.4675291062175786
"Comoros",2011,,1.758195137352169
"Comoros",2012,,1.7129023051363683
"Comoros",2013,,1.935421188580706
"Comoros",2014,,1.9865327779789994
"Comoros",2015,,1.7993486513947432
"Comoros",2016,,1.9269310157639588
"Comoros",2017,,1.8635555426451353
"Cote d'Ivoire",1995,,1.8028406460795532
"Cote d'Ivoire",1996,,1.4639828569503925
"Cote d'Ivoire",1997,,1.78298045582574
"Cote d'Ivoire",1998,,1.6457119335001051
"Cote d'Ivoire",1999,,1.6422778018515292
"Cote d'Ivoire",2000,,1.38424544537751
"Cote d'Ivoire",2001,,2.4056122966510465
"Cote d'Ivoire",2002,,1.6898753800810948
"Cote d'Ivoire",2003,,1.3973777251027224
"Cote d'Ivoire",2004,,2.1056913702860247
"Cote d'Ivoire",2005,,1.4250598213816716
"Cote d'Ivoire",2006,,1.3843503818445066
"Cote d'Ivoire",2007,,1.4397374452036802
"Cote d'Ivoire",2008,,1.3169536334432035
"Cote d'Ivoire",2009,,1.4655179014752977
"Cote d'Ivoire",2010,,1.4757764962392637
"Cote d'Ivoire",2011,,1.3915446434459078
"Cote d'Ivoire",2012,,1.5438718608539639
"Cote d'Ivoire",2013,,1.7366630211840324
"Cote d'Ivoire",2014,,1.8854055529528004
"Cote d'Ivoire",2015,,2.1992687599898426
"Cote d'Ivoire",2016,,2.2920612091950017
"Cote d'Ivoire",2017,,2.3593850984041875
"Congo, Dem. Rep.",1995,,2.1637961675883712
"Congo, Dem. Rep.",1996,,1.3826899556594858
"Congo, Dem. Rep.",1997,,1.759335086742722
"Congo, Dem. Rep.",1998,,0.8440941118825451
"Congo, Dem. Rep.",1999,,1.0660995025576745
"Congo, Dem. Rep.",2000,,1.3102797739324479
"Congo, Dem. Rep.",2001,,2.914996272945438
"Congo, Dem. Rep.",2002,,0.9862109537806241
"Congo, Dem. Rep.",2003,,1.3274219084104568
"Congo, Dem. Rep.",2004,,1.5914182487026083
"Congo, Dem. Rep.",2005,,1.083822093858973
"Congo, Dem. Rep.",2006,,1.2724017079605114
"Congo, Dem. Rep.",2007,,1.2625659719078568
"Congo, Dem. Rep.",2008,,1.2960975444879521
"Congo, Dem. Rep.",2009,,1.2833400276944826
"Congo, Dem. Rep.",2010,,1.2229513194830477
"Congo, Dem. Rep.",2011,,1.2550768885524755
"Congo, Dem. Rep.",2012,,1.2323687521273015
"Congo, Dem. Rep.",2013,,1.269567793350383
"Congo, Dem. Rep.",2014,,1.2899015792571449
"Congo, Dem. Rep.",2015,,1.2461344910736996
"Congo, Dem. Rep.",2016,,1.1112249793582376
"Congo, Dem. Rep.",2017,,1.3365349783589022
"Djibouti",1995,,1.6169500935555035
"Djibouti",1996,,1.4863053385289238
"Djibouti",1997,,1.3478546835589378
"Djibouti",1998,,1.4305533122676701
"Djibouti",1999,,1.2029341440140415
"Djibouti",2000,1.59,1.3867841814633484
"Djibouti",2001,,1.218369912526506
"Djibouti",2002,,1.3580094746726168
"Djibouti",2003,,1.2217119234907936
"Djibouti",2004,,1.2012856844755677
"Djibouti",2005,,1.1220027611142185
"Djibouti",2006,,0.9729717105868163
"Djibouti",2007,0.79,1.1180471063488517
"Djibouti",2008,1.15,1.1498049462301725
"Djibouti",2009,,1.202186113243569
"Djibouti",2010,,1.2875092507255501
"Djibouti",2011,,1.5046601367410548
"Djibouti",2012,1.34,1.5970592790290055
"Djibouti",2013,,1.5615745112171107
"Djibouti",2014,,1.4781047765487516
"Djibouti",2015,,1.4037519390417041
"Djibouti",2016,,1.3789332078012473
"Djibouti",2017,,2.0072115501408883
"Egypt, Arab Rep.",1995,,3.253386118105373
"Egypt, Arab Rep.",1996,,3.9809492905199466
"Egypt, Arab Rep.",1997,,3.689345322609343
"Egypt, Arab Rep.",1998,,2.9268200077019686
"Egypt, Arab Rep.",1999,,3.955808306789766
"Egypt, Arab Rep.",2000,,4.188251828484125
"Egypt, Arab Rep.",2001,,3.4867068482819703
"Egypt, Arab Rep.",2002,,4.080607119903202
"Egypt, Arab Rep.",2003,,3.9470453343141436
"Egypt, Arab Rep.",2004,,4.0676641879970035
"Egypt, Arab Rep.",2005,,4.156889394937798
"Egypt, Arab Rep.",2006,,3.9219610032306
"Egypt, Arab Rep.",2007,,3.9390995361141554
"Egypt, Arab Rep.",2008,,4.207192482954765
"Egypt, Arab Rep.",2009,,3.6311930676103743
"Egypt, Arab Rep.",2010,,3.6979004805661972
"Egypt, Arab Rep.",2011,,3.571157571758693
"Egypt, Arab Rep.",2012,,3.48754477310153
"Egypt, Arab Rep.",2013,,3.2942290883317993
"Egypt, Arab Rep.",2014,,3.190814441196663
"Egypt, Arab Rep.",2015,,3.3823925193043687
"Egypt, Arab Rep.",2016,,3.2639508924686664
"Egypt, Arab Rep.",2017,,3.2187910704620286
"Equatorial Guinea",1995,,2.542444789211774
"Equatorial Guinea",1996,,1.8571273775943014
"Equatorial Guinea",1997,,2.475985301418179
"Equatorial Guinea",1998,,1.6978212188629556
"Equatorial Guinea",1999,,2.4566483914421697
"Equatorial Guinea",2000,,1.6512391241978666
"Equatorial Guinea",2001,,2.718794904969718
"Equatorial Guinea",2002,,1.4354728758323465
"Equatorial Guinea",2003,,2.046210257734658
"Equatorial Guinea",2004,,1.8665226478214039
"Equatorial Guinea",2005,,1.3715211513766934
"Equatorial Guinea",2006,,1.414344953972643
"Equatorial Guinea",2007,,1.5137413372206887
"Equatorial Guinea",2008,,1.2852557599358216
"Equatorial Guinea",2009,,1.4112751052670482
"Equatorial Guinea",2010,,1.300351206469586
"Equatorial Guinea",2011,,1.3489327963767654
"Equatorial Guinea",2012,,1.3153829958628105
"Equatorial Guinea",2013,,1.7554874721086535
"Equatorial Guinea",2014,,1.6753593675966156
"Equatorial Guinea",2015,,1.2636905566129855
"Equatorial Guinea",2016,,1.7549802250879796
"Equatorial Guinea",2017,,2.1380204104017677
"Eritrea",1995,,1.812432434963311
"Eritrea",1996,,1.7447774834184826
"Eritrea",1997,,1.7625216130433787
"Eritrea",1998,,1.7435088909807455
"Eritrea",1999,,1.8328689963065798
"Eritrea",2000,,1.7054730775876537
"Eritrea",2001,,2.1013584325623
"Eritrea",2002,,1.7145922651314223
"Eritrea",2003,,1.4518582442676031
"Eritrea",2004,,1.30696495304842
"Eritrea",2005,,1.253424803535847
"Eritrea",2006,,1.3273482319842858
"Eritrea",2007,0.93,1.247889907867438
"Eritrea",2008,1.07,1.2166013379384388
"Eritrea",2009,,1.2109588843657053
"Eritrea",2010,,1.177762071691412
"Eritrea",2011,,1.1769005588661328
"Eritrea",2012,1.14,1.172219422713801
"Eritrea",2013,,1.1640273303385005
"Eritrea",2014,,1.0782209780999432
"Eritrea",2015,,1.0226128050435483
"Eritrea",2016,,0.9915194437889374
"Eritrea",2017,,1.631389788623712
"Ethiopia",1995,,1.0097123745276564
"Ethiopia",1996,,0.8828586384896382
"Ethiopia",1997,,1.9115526622589183
"Ethiopia",1998,,1.2250241179990717
"Ethiopia",1999,,1.0857310190444642
"Ethiopia",2000,1.36,1.0054725201519
"Ethiopia",2001,,1.2797961217012843
"Ethiopia",2002,,1.0329643497693062
"Ethiopia",2003,,1.0329415099904913
"Ethiopia",2004,,1.2316038048550157
"Ethiopia",2005,,1.0698103665436376
"Ethiopia",2006,,1.2792729416175153
"Ethiopia",2007,0.74,1.381132375421879
"Ethiopia",2008,1.18,1.3697310328031298
"Ethiopia",2009,,1.352742055940828
"Ethiopia",2010,,1.265866841988847
"Ethiopia",2011,,1.285694072819569
"Ethiopia",2012,1.27,1.296336756996023
"Ethiopia",2013,,1.5439809123291122
"Ethiopia",2014,,1.431819270658277
"Ethiopia",2015,,1.3579960685453032
"Ethiopia",2016,,1.7649807048747133
"Ethiopia",2017,,1.758455053048122
"Gabon",1995,,3.322054260293526
"Gabon",1996,,3.9555643986368922
"Gabon",1997,,3.2956356693118534
"Gabon",1998,,3.0940408504353503
"Gabon",1999,,3.27099065911227
"Gabon",2000,,2.884353412148271
"Gabon",2001,,2.9698170236148718
"Gabon",2002,,3.660075057850507
"Gabon",2003,,3.0074171803449157
"Gabon",2004,,3.0279307333440406
"Gabon",2005,,2.479208764700556
"Gabon",2006,,2.250508714306407
"Gabon",2007,,2.2779454045228813
"Gabon",2008,,2.061614188038452
"Gabon",2009,,2.4277490862157216
"Gabon",2010,,2.299881154151359
"Gabon",2011,,2.387693083603868
"Gabon",2012,,2.626229259211031
"Gabon",2013,,2.7493806774471237
"Gabon",2014,,2.762333611586119
"Gabon",2015,,2.665445857463385
"Gabon",2016,,2.932820868060628
"Gabon",2017,,2.422846762690342
"Gha",1995,,2.4196408329686845
"Gha",1996,,2.410989291495887
"Gha",1997,,2.760131536768884
"Gha",1998,,2.9192881975777545
"Gha",1999,,3.0352612635597196
"Gha",2000,3.0,3.02079190045336
"Gha",2001,,2.452494346668362
"Gha",2002,,2.488913641002495
"Gha",2003,,2.575206792657113
"Gha",2004,,2.4789564972947415
"Gha",2005,,2.5765673202390786
"Gha",2006,,2.510456737007763
"Gha",2007,1.99,2.647951228241345
"Gha",2008,2.5,2.573247279628725
"Gha",2009,,2.6104590661718006
"Gha",2010,,2.315323947360234
"Gha",2011,,2.7605253467808186
"Gha",2012,2.72,2.750418358100253
"Gha",2013,,3.011755798588248
"Gha",2014,,2.9267348036735648
"Gha",2015,,3.0771162288071614
"Gha",2016,,2.9470267911498333
"Gha",2017,,2.57803886948518
"Guinea",1995,,1.650613341147428
"Guinea",1996,,1.5481757408696213
"Guinea",1997,,1.418572363473336
"Guinea",1998,,1.8704004410725474
"Guinea",1999,,1.8823216006185803
"Guinea",2000,1.83,1.7822446698098697
"Guinea",2001,,2.0902752243771148
"Guinea",2002,,1.1721291679416534
"Guinea",2003,,1.0512010794793412
"Guinea",2004,,1.350113254863285
"Guinea",2005,,1.3712002644848234
"Guinea",2006,,1.2266410970146704
"Guinea",2007,,1.3044133460266338
"Guinea",2008,,1.3011525941390878
"Guinea",2009,,1.3057837655580147
"Guinea",2010,,1.377289815471436
"Guinea",2011,,1.3466994316786751
"Guinea",2012,1.22,1.3293523872189152
"Guinea",2013,,1.348504283495613
"Guinea",2014,,1.333742496263489
"Guinea",2015,,1.5469315919557154
"Guinea",2016,,1.4566079730504478
"Guinea",2017,,1.5768899549781108
"Kenya",1995,,3.3362853863032793
"Kenya",1996,,2.8627662200360766
"Kenya",1997,,3.6022187918052273
"Kenya",1998,,3.0680140684214474
"Kenya",1999,,3.2319977616163316
"Kenya",2000,2.93,2.9193735674976056
"Kenya",2001,,3.2470144411108772
"Kenya",2002,,2.8257237799940493
"Kenya",2003,,2.813158324149104
"Kenya",2004,,2.662006900013495
"Kenya",2005,,2.5884379911363498
"Kenya",2006,,2.7103408381795484
"Kenya",2007,2.73,2.822971079227302
"Kenya",2008,2.82,2.879639941028456
"Kenya",2009,,2.7656615235674216
"Kenya",2010,,2.269461495143299
"Kenya",2011,,2.436926263625859
"Kenya",2012,2.88,2.6964972079357947
"Kenya",2013,,2.569661321339755
"Kenya",2014,,2.742056816900755
"Kenya",2015,,2.503727088152907
"Kenya",2016,,2.6512396879786717
"Kenya",2017,,2.5567173471683393
"Lesotho",1995,,2.356484870504956
"Lesotho",1996,,3.0175679738555354
"Lesotho",1997,,1.729833909123157
"Lesotho",1998,,3.030285408928619
"Lesotho",1999,,3.215703440255386
"Lesotho",2000,2.9,2.815053328669409
"Lesotho",2001,,2.8102896468565435
"Lesotho",2002,,2.6454858934049854
"Lesotho",2003,,2.629951982102257
"Lesotho",2004,,2.3795920850076273
"Lesotho",2005,,2.5201404789103092
"Lesotho",2006,,2.4081322408191568
"Lesotho",2007,2.23,2.010036443974293
"Lesotho",2008,2.15,2.037298309956511
"Lesotho",2009,,2.0463300843146257
"Lesotho",2010,,2.1025811815889663
"Lesotho",2011,,2.133748519516322
"Lesotho",2012,1.95,2.249269492132072
"Lesotho",2013,,2.2978109849207966
"Lesotho",2014,,2.3118166172515586
"Lesotho",2015,,2.2718749631086634
"Lesotho",2016,,2.5053450250954317
"Lesotho",2017,,2.198940804417245
"Liberia",1995,,2.2997845797735783
"Liberia",1996,,1.1736342004223164
"Liberia",1997,,2.208837998328065
"Liberia",1998,,1.0625388191365652
"Liberia",1999,,2.1592676947204295
"Liberia",2000,,1.3325556948735198
"Liberia",2001,,2.8343009021857952
"Liberia",2002,,1.1798310713016518
"Liberia",2003,,1.2846891366060076
"Liberia",2004,,1.531386440489677
"Liberia",2005,,1.2253611441728074
"Liberia",2006,,1.4014922084431314
"Liberia",2007,,1.4139402757466462
"Liberia",2008,,1.1999219034069966
"Liberia",2009,,1.6785351765274328
"Liberia",2010,,1.4565548501999435
"Liberia",2011,,1.4502944772527595
"Liberia",2012,,1.5298617992990051
"Liberia",2013,,1.7000717875333882
"Liberia",2014,,1.4663268542164962
"Liberia",2015,,1.5381671561229493
"Liberia",2016,,1.439331561721012
"Liberia",2017,,2.3527747741497373
"Libya",1995,,2.5168821098066405
"Libya",1996,,1.6474882104338247
"Libya",1997,,2.1521330030051162
"Libya",1998,,1.8982775670287704
"Libya",1999,,3.263665321499174
"Libya",2000,,3.3868523588865935
"Libya",2001,,3.3498247031849755
"Libya",2002,,3.7070744388651007
"Libya",2003,,3.6761479020769516
"Libya",2004,,2.1841639720428834
"Libya",2005,,3.008091959144715
"Libya",2006,,2.904959050982127
"Libya",2007,,1.7637730579000928
"Libya",2008,,1.6955319768806483
"Libya",2009,,2.5884005682612554
"Libya",2010,,2.40506517113392
"Libya",2011,,2.2151081655850122
"Libya",2012,,2.199962139842906
"Libya",2013,,2.1273220174639134
"Libya",2014,,1.879618094593006
"Libya",2015,,1.872699063242318
"Libya",2016,,2.084207680731031
"Libya",2017,,1.9775899316382513
"Madagascar",1995,,1.9495420229512934
"Madagascar",1996,,2.2160752122437692
"Madagascar",1997,,2.6008933047645337
"Madagascar",1998,,2.13200782224453
"Madagascar",1999,,1.8018120796184651
"Madagascar",2000,,2.210439078047985
"Madagascar",2001,,1.8003208015896774
"Madagascar",2002,,2.040482039650903
"Madagascar",2003,,3.0466255106856694
"Madagascar",2004,,2.5236114850380824
"Madagascar",2005,,2.574134159862416
"Madagascar",2006,,2.512182311605661
"Madagascar",2007,,2.5645183401959004
"Madagascar",2008,,2.445818189629384
"Madagascar",2009,,2.1535267659210007
"Madagascar",2010,,2.0021697073174014
"Madagascar",2011,,2.060995927602903
"Madagascar",2012,,2.022213247219705
"Madagascar",2013,,1.9348319345350822
"Madagascar",2014,,2.015927469911286
"Madagascar",2015,,1.8987937965041186
"Madagascar",2016,,1.9053532367744062
"Madagascar",2017,,1.8343200247994265
"Malawi",1995,,2.5634589471057474
"Malawi",1996,,2.8429492886104364
"Malawi",1997,,1.4025557713554297
"Malawi",1998,,2.5648683687501705
"Malawi",1999,,1.7620801450835315
"Malawi",2000,2.21,2.353096114495494
"Malawi",2001,,2.2515297121609263
"Malawi",2002,,2.0941112442390373
"Malawi",2003,,1.6406810049129756
"Malawi",2004,,1.9956941942000108
"Malawi",2005,,1.8158907470971517
"Malawi",2006,,1.778773294241475
"Malawi",2007,1.25,1.753627997760506
"Malawi",2008,1.55,1.7406153813645857
"Malawi",2009,,1.757056201139461
"Malawi",2010,,1.7062485953807314
"Malawi",2011,,1.6736935002149291
"Malawi",2012,1.92,1.6360163941112935
"Malawi",2013,,1.670420438588029
"Malawi",2014,,1.592263590325818
"Malawi",2015,,1.582012783635757
"Malawi",2016,,1.5210617679918559
"Malawi",2017,,1.5199815394506655
"Mali",1995,,2.007781317883282
"Mali",1996,,2.049406435114322
"Mali",1997,,1.9200387193292707
"Mali",1998,,2.0520059502360253
"Mali",1999,,1.9876312321539904
"Mali",2000,,2.0390214364026926
"Mali",2001,,2.0485297219942957
"Mali",2002,,1.7902549026200818
"Mali",2003,,1.8582233163678668
"Mali",2004,,1.8423610063383986
"Mali",2005,,1.7528108045346857
"Mali",2006,,1.7448676036298263
"Mali",2007,1.22,1.8742912050645173
"Mali",2008,1.78,1.8178800786768181
"Mali",2009,,1.8613919531221406
"Mali",2010,,1.7513292737183095
"Mali",2011,,1.7903069441067139
"Mali",2012,,1.591513270728155
"Mali",2013,,1.6031540381005924
"Mali",2014,,1.641242709900439
"Mali",2015,,1.596048552188443
"Mali",2016,,1.5536866445689395
"Mali",2017,,2.2324801477743526
"Mauritania",1995,,1.875076698041454
"Mauritania",1996,,2.252386787019475
"Mauritania",1997,,2.3009539910313865
"Mauritania",1998,,1.6457301601975223
"Mauritania",1999,,1.7046281649903308
"Mauritania",2000,2.09,1.788544398710068
"Mauritania",2001,,1.59102635086778
"Mauritania",2002,,1.8377825141124302
"Mauritania",2003,,2.094643851626884
"Mauritania",2004,,2.0141339758713706
"Mauritania",2005,,1.847144804652776
"Mauritania",2006,,1.7070928832330639
"Mauritania",2007,1.67,1.9155373916347394
"Mauritania",2008,2.35,1.529953361318178
"Mauritania",2009,,1.6636141619877218
"Mauritania",2010,,1.508227999787921
"Mauritania",2011,,1.5002913148395747
"Mauritania",2012,1.65,1.5506579141349701
"Mauritania",2013,,1.4650560855429218
"Mauritania",2014,,1.539583678768901
"Mauritania",2015,,1.5676601057467723
"Mauritania",2016,,1.6280344205678992
"Mauritania",2017,,1.61387873104742
"Mauritius",1995,,2.545182944859394
"Mauritius",1996,,4.482882017405704
"Mauritius",1997,,3.2352099968788726
"Mauritius",1998,,5.034849041948785
"Mauritius",1999,,3.946692482962224
"Mauritius",2000,5.36,5.232452146753912
"Mauritius",2001,,3.5276290243294124
"Mauritius",2002,,5.265404685681958
"Mauritius",2003,,5.079814526247639
"Mauritius",2004,,4.891254608289046
"Mauritius",2005,,5.157667986913374
"Mauritius",2006,,5.165314753941177
"Mauritius",2007,5.08,5.342733590239822
"Mauritius",2008,5.18,5.511592389032604
"Mauritius",2009,,5.596976009080177
"Mauritius",2010,,5.654049013820462
"Mauritius",2011,,5.739896174516494
"Mauritius",2012,5.52,5.830719876292972
"Mauritius",2013,,5.911358164663415
"Mauritius",2014,,6.093332403779178
"Mauritius",2015,,6.025116232300057
"Mauritius",2016,,5.900104057439371
"Mauritius",2017,,5.881416282892809
"Morocco",1995,,2.8913512676192967
"Morocco",1996,,3.7783801067408245
